URLs,Subdirectories
https://www.nfl.com/news/charge-dismissed-against-former-bengals-player-09000d5d8090c34f,"['', 'news', 'charge-dismissed-against-former-bengals-player-09000d5d8090c34f']"
https://www.nfl.com/news/goodell-rookie-pay-scale-ridiculous-09000d5d80909cc9,"['', 'news', 'goodell-rookie-pay-scale-ridiculous-09000d5d80909cc9']"
https://www.nfl.com/news/goodell-nfl-rookie-pay-scale-ridiculous-09000d5d8090b802,"['', 'news', 'goodell-nfl-rookie-pay-scale-ridiculous-09000d5d8090b802']"
https://www.nfl.com/news/fabiano-taking-a-qb-in-round-1-could-be-detrimental-09000d5d8090bd49,"['', 'news', 'fabiano-taking-a-qb-in-round-1-could-be-detrimental-09000d5d8090bd49']"
https://www.nfl.com/news/goodell-confident-bills-aren-t-leaving-town-09000d5d8090ba36,"['', 'news', 'goodell-confident-bills-aren-t-leaving-town-09000d5d8090ba36']"
https://www.nfl.com/news/ravens-training-real-ravens-as-mascots-09000d5d8090a3f0,"['', 'news', 'ravens-training-real-ravens-as-mascots-09000d5d8090a3f0']"
https://www.nfl.com/news/judge-sets-bail-for-man-held-in-javon-walker-case-09000d5d8090a65a,"['', 'news', 'judge-sets-bail-for-man-held-in-javon-walker-case-09000d5d8090a65a']"
https://www.nfl.com/news/foreclosure-sale-of-adam-jones-home-postponed-09000d5d809099f7,"['', 'news', 'foreclosure-sale-of-adam-jones-home-postponed-09000d5d809099f7']"
https://www.nfl.com/news/miami-s-williams-looks-back-on-winding-career-09000d5d80906e39,"['', 'news', 'miami-s-williams-looks-back-on-winding-career-09000d5d80906e39']"
https://www.nfl.com/news/falcons-sign-fifth-round-pick-de-biermann-09000d5d80907be0,"['', 'news', 'falcons-sign-fifth-round-pick-de-biermann-09000d5d80907be0']"
https://www.nfl.com/news/draft-preview-offensive-line-breakdowns-09000d5d8081c55d,"['', 'news', 'draft-preview-offensive-line-breakdowns-09000d5d8081c55d']"
https://www.nfl.com/news/westbrook-s-heady-play-was-a-fantasy-stunner-09000d5d808d22c3,"['', 'news', 'westbrook-s-heady-play-was-a-fantasy-stunner-09000d5d808d22c3']"
https://www.nfl.com/news/giants-to-sell-personal-seat-licenses-to-help-build-1-6-billion-09000d5d809066fb,"['', 'news', 'giants-to-sell-personal-seat-licenses-to-help-build-1-6-billion-09000d5d809066fb']"
https://www.nfl.com/news/jaguars-sign-seventh-round-pick-rb-washington-09000d5d8090643a,"['', 'news', 'jaguars-sign-seventh-round-pick-rb-washington-09000d5d8090643a']"
https://www.nfl.com/news/grab-your-no-2-pencils-it-s-final-exam-time-09000d5d809054f5,"['', 'news', 'grab-your-no-2-pencils-it-s-final-exam-time-09000d5d809054f5']"
https://www.nfl.com/news/shockey-saga-serious-thorn-in-side-of-defending-champions-09000d5d809057a6,"['', 'news', 'shockey-saga-serious-thorn-in-side-of-defending-champions-09000d5d809057a6']"
https://www.nfl.com/news/seahawks-sign-two-late-round-draft-picks-09000d5d80902f2b,"['', 'news', 'seahawks-sign-two-late-round-draft-picks-09000d5d80902f2b']"
https://www.nfl.com/news/raiders-sign-rookie-qb-keller-waive-qb-meyer-09000d5d80902d4c,"['', 'news', 'raiders-sign-rookie-qb-keller-waive-qb-meyer-09000d5d80902d4c']"
https://www.nfl.com/news/giants-sign-snee-to-six-year-extension-worth-41-25-million-09000d5d808fd681,"['', 'news', 'giants-sign-snee-to-six-year-extension-worth-41-25-million-09000d5d808fd681']"
https://www.nfl.com/news/nfl-network-is-no-1-in-value-for-viewers-09000d5d8090221a,"['', 'news', 'nfl-network-is-no-1-in-value-for-viewers-09000d5d8090221a']"
https://www.nfl.com/news/fantasy-mailbag-don-t-overrate-cromartie-in-idp-leagues-09000d5d80901d2d,"['', 'news', 'fantasy-mailbag-don-t-overrate-cromartie-in-idp-leagues-09000d5d80901d2d']"
https://www.nfl.com/news/chiefs-sign-sixth-round-draft-pick-richardson-09000d5d809016d6,"['', 'news', 'chiefs-sign-sixth-round-draft-pick-richardson-09000d5d809016d6']"
https://www.nfl.com/news/coming-off-earning-starting-job-bills-sign-ol-butler-to-extensi-09000d5d80901932,"['', 'news', 'coming-off-earning-starting-job-bills-sign-ol-butler-to-extensi-09000d5d80901932']"
https://www.nfl.com/news/jags-raise-90k-for-meester-s-tornado-ravaged-hometown-09000d5d808fee91,"['', 'news', 'jags-raise-90k-for-meester-s-tornado-ravaged-hometown-09000d5d808fee91']"
https://www.nfl.com/news/with-camps-a-month-away-quality-backs-are-still-available-09000d5d808fca84,"['', 'news', 'with-camps-a-month-away-quality-backs-are-still-available-09000d5d808fca84']"
https://www.nfl.com/news/crumpler-sees-new-home-with-titans-as-match-made-in-heaven-09000d5d808fd60b,"['', 'news', 'crumpler-sees-new-home-with-titans-as-match-made-in-heaven-09000d5d808fd60b']"
https://www.nfl.com/news/giants-sign-three-draft-picks-including-qb-woodson-09000d5d808ff532,"['', 'news', 'giants-sign-three-draft-picks-including-qb-woodson-09000d5d808ff532']"
https://www.nfl.com/news/despite-missing-offseason-program-haynesworth-staying-in-shape-09000d5d808ff440,"['', 'news', 'despite-missing-offseason-program-haynesworth-staying-in-shape-09000d5d808ff440']"
https://www.nfl.com/news/kearse-trying-to-focus-on-football-after-dui-arrest-09000d5d808fd525,"['', 'news', 'kearse-trying-to-focus-on-football-after-dui-arrest-09000d5d808fd525']"
https://www.nfl.com/news/recently-retired-strahan-joins-fox-s-pregame-show-09000d5d808f9d4c,"['', 'news', 'recently-retired-strahan-joins-fox-s-pregame-show-09000d5d808f9d4c']"
https://www.nfl.com/news/qb-debate-breaking-down-the-romo-vs-eli-manning-argument-09000d5d808f8b65,"['', 'news', 'qb-debate-breaking-down-the-romo-vs-eli-manning-argument-09000d5d808f8b65']"
https://www.nfl.com/news/two-charged-of-burglarizing-home-of-packers-running-back-09000d5d808fa800,"['', 'news', 'two-charged-of-burglarizing-home-of-packers-running-back-09000d5d808fa800']"
https://www.nfl.com/news/giants-trim-roster-cut-five-including-lorenzen-09000d5d808f9b9c,"['', 'news', 'giants-trim-roster-cut-five-including-lorenzen-09000d5d808f9b9c']"
https://www.nfl.com/news/former-giant-martin-completes-cross-country-walk-for-9-11-worke-09000d5d808f2cc9,"['', 'news', 'former-giant-martin-completes-cross-country-walk-for-9-11-worke-09000d5d808f2cc9']"
https://www.nfl.com/news/pressure-on-edwards-to-produce-for-promising-bills-09000d5d808f85ce,"['', 'news', 'pressure-on-edwards-to-produce-for-promising-bills-09000d5d808f85ce']"
https://www.nfl.com/news/packers-turn-21-4-million-profit-but-concerns-linger-09000d5d808f3eec,"['', 'news', 'packers-turn-21-4-million-profit-but-concerns-linger-09000d5d808f3eec']"
https://www.nfl.com/news/no-more-pacman-jones-wants-to-drop-nickname-09000d5d808f5b14,"['', 'news', 'no-more-pacman-jones-wants-to-drop-nickname-09000d5d808f5b14']"
https://www.nfl.com/news/bucs-sign-draft-picks-moore-hayes-09000d5d808f0577,"['', 'news', 'bucs-sign-draft-picks-moore-hayes-09000d5d808f0577']"
https://www.nfl.com/news/pacman-knows-he-has-to-prove-himself-09000d5d808eba19,"['', 'news', 'pacman-knows-he-has-to-prove-himself-09000d5d808eba19']"
https://www.nfl.com/news/chargers-sign-return-specialist-jones-waive-four-players-09000d5d808f098b,"['', 'news', 'chargers-sign-return-specialist-jones-waive-four-players-09000d5d808f098b']"
https://www.nfl.com/news/redskins-sign-sixth-round-pick-moore-09000d5d808f058e,"['', 'news', 'redskins-sign-sixth-round-pick-moore-09000d5d808f058e']"
https://www.nfl.com/news/giants-sign-sixth-round-pick-de-henderson-09000d5d808efc9e,"['', 'news', 'giants-sign-sixth-round-pick-de-henderson-09000d5d808efc9e']"
https://www.nfl.com/news/third-round-pick-douglas-agrees-to-four-year-deal-with-falcons-09000d5d808f015e,"['', 'news', 'third-round-pick-douglas-agrees-to-four-year-deal-with-falcons-09000d5d808f015e']"
https://www.nfl.com/news/broadcaster-former-kicker-summerall-recovering-from-surgery-09000d5d808ef867,"['', 'news', 'broadcaster-former-kicker-summerall-recovering-from-surgery-09000d5d808ef867']"
https://www.nfl.com/news/saints-grant-confident-everything-will-work-out-09000d5d808ef857,"['', 'news', 'saints-grant-confident-everything-will-work-out-09000d5d808ef857']"
https://www.nfl.com/news/four-year-extension-will-keep-harris-in-chicago-through-2012-09000d5d808eccf9,"['', 'news', 'four-year-extension-will-keep-harris-in-chicago-through-2012-09000d5d808eccf9']"
